% Model,COMSOL_plot_Vext.mph
% Version,COMSOL 5.4.0.295
% Date,"Jul 16 2020, 15:23"
% Dimension,2
% Nodes,40401
% Expressions,1
% Description,Electric potential
% Length unit,m
% R,Z,V (V)
1.3300E-4,1.9000E-4,3.0475E-4
1.3400E-4,1.9000E-4,3.0379E-4
1.3500E-4,1.9000E-4,3.0282E-4
1.3600E-4,1.9000E-4,3.0185E-4
1.3700E-4,1.9000E-4,3.0089E-4
1.3800E-4,1.9000E-4,2.9992E-4
1.3900E-4,1.9000E-4,2.9896E-4
1.4000E-4,1.9000E-4,2.9799E-4
1.4100E-4,1.9000E-4,2.9703E-4
1.4200E-4,1.9000E-4,2.9606E-4
1.4300E-4,1.9000E-4,2.9510E-4
1.4400E-4,1.9000E-4,2.9414E-4
1.4500E-4,1.9000E-4,2.9318E-4
1.4600E-4,1.9000E-4,2.9222E-4
1.4700E-4,1.9000E-4,2.9127E-4
1.4800E-4,1.9000E-4,2.9031E-4
1.4900E-4,1.9000E-4,2.8936E-4
1.5000E-4,1.9000E-4,2.8840E-4
1.5100E-4,1.9000E-4,2.8745E-4
1.5200E-4,1.9000E-4,2.8650E-4
1.5300E-4,1.9000E-4,2.8555E-4
1.5400E-4,1.9000E-4,2.8460E-4
1.5500E-4,1.9000E-4,2.8365E-4
1.5600E-4,1.9000E-4,2.8271E-4
1.5700E-4,1.9000E-4,2.8176E-4
1.5800E-4,1.9000E-4,2.8082E-4
1.5900E-4,1.9000E-4,2.7988E-4
1.6000E-4,1.9000E-4,2.7895E-4
1.6100E-4,1.9000E-4,2.7801E-4
1.6200E-4,1.9000E-4,2.7708E-4
1.6300E-4,1.9000E-4,2.7614E-4
1.6400E-4,1.9000E-4,2.7521E-4
1.6500E-4,1.9000E-4,2.7428E-4
1.6600E-4,1.9000E-4,2.7336E-4
1.6700E-4,1.9000E-4,2.7243E-4
1.6800E-4,1.9000E-4,2.7151E-4
1.6900E-4,1.9000E-4,2.7059E-4
1.7000E-4,1.9000E-4,2.6968E-4
1.7100E-4,1.9000E-4,2.6877E-4
1.7200E-4,1.9000E-4,2.6786E-4
1.7300E-4,1.9000E-4,2.6695E-4
1.7400E-4,1.9000E-4,2.6604E-4
1.7500E-4,1.9000E-4,2.6514E-4
1.7600E-4,1.9000E-4,2.6423E-4
1.7700E-4,1.9000E-4,2.6333E-4
1.7800E-4,1.9000E-4,2.6243E-4
1.7900E-4,1.9000E-4,2.6154E-4
1.8000E-4,1.9000E-4,2.6064E-4
1.8100E-4,1.9000E-4,2.5975E-4
1.8200E-4,1.9000E-4,2.5886E-4
1.8300E-4,1.9000E-4,2.5797E-4
1.8400E-4,1.9000E-4,2.5709E-4
1.8500E-4,1.9000E-4,2.5621E-4
1.8600E-4,1.9000E-4,2.5533E-4
1.8700E-4,1.9000E-4,2.5446E-4
1.8800E-4,1.9000E-4,2.5359E-4
1.8900E-4,1.9000E-4,2.5272E-4
1.9000E-4,1.9000E-4,2.5185E-4
1.9100E-4,1.9000E-4,2.5099E-4
1.9200E-4,1.9000E-4,2.5013E-4
1.9300E-4,1.9000E-4,2.4928E-4
1.9400E-4,1.9000E-4,2.4842E-4
1.9500E-4,1.9000E-4,2.4757E-4
1.9600E-4,1.9000E-4,2.4673E-4
1.9700E-4,1.9000E-4,2.4588E-4
1.9800E-4,1.9000E-4,2.4504E-4
1.9900E-4,1.9000E-4,2.4420E-4
2.0000E-4,1.9000E-4,2.4336E-4
0.0000,1.9100E-4,3.8990E-4
1.0000E-6,1.9100E-4,3.8989E-4
2.0000E-6,1.9100E-4,3.8987E-4
3.0000E-6,1.9100E-4,3.8984E-4
4.0000E-6,1.9100E-4,3.8979E-4
5.0000E-6,1.9100E-4,3.8973E-4
6.0000E-6,1.9100E-4,3.8966E-4
7.0000E-6,1.9100E-4,3.8957E-4
8.0000E-6,1.9100E-4,3.8947E-4
9.0000E-6,1.9100E-4,3.8936E-4
1.0000E-5,1.9100E-4,3.8923E-4
1.1000E-5,1.9100E-4,3.8909E-4
1.2000E-5,1.9100E-4,3.8894E-4
1.3000E-5,1.9100E-4,3.8877E-4
1.4000E-5,1.9100E-4,3.8859E-4
1.5000E-5,1.9100E-4,3.8840E-4
1.6000E-5,1.9100E-4,3.8819E-4
1.7000E-5,1.9100E-4,3.8797E-4
1.8000E-5,1.9100E-4,3.8774E-4
1.9000E-5,1.9100E-4,3.8750E-4
2.0000E-5,1.9100E-4,3.8724E-4
2.1000E-5,1.9100E-4,3.8698E-4
2.2000E-5,1.9100E-4,3.8670E-4
2.3000E-5,1.9100E-4,3.8640E-4
2.4000E-5,1.9100E-4,3.8610E-4
2.5000E-5,1.9100E-4,3.8578E-4
2.6000E-5,1.9100E-4,3.8545E-4
2.7000E-5,1.9100E-4,3.8511E-4
2.8000E-5,1.9100E-4,3.8476E-4
2.9000E-5,1.9100E-4,3.8439E-4
3.0000E-5,1.9100E-4,3.8401E-4
3.1000E-5,1.9100E-4,3.8362E-4
3.2000E-5,1.9100E-4,3.8321E-4
3.3000E-5,1.9100E-4,3.8279E-4
3.4000E-5,1.9100E-4,3.8236E-4
3.5000E-5,1.9100E-4,3.8192E-4
3.6000E-5,1.9100E-4,3.8147E-4
3.7000E-5,1.9100E-4,3.8101E-4
3.8000E-5,1.9100E-4,3.8054E-4
3.9000E-5,1.9100E-4,3.8006E-4
4.0000E-5,1.9100E-4,3.7957E-4
4.1000E-5,1.9100E-4,3.7907E-4
4.2000E-5,1.9100E-4,3.7855E-4
4.3000E-5,1.9100E-4,3.7803E-4
4.4000E-5,1.9100E-4,3.7750E-4
4.5000E-5,1.9100E-4,3.7696E-4
4.6000E-5,1.9100E-4,3.7640E-4
4.7000E-5,1.9100E-4,3.7583E-4
4.8000E-5,1.9100E-4,3.7525E-4
4.9000E-5,1.9100E-4,3.7466E-4
5.0000E-5,1.9100E-4,3.7405E-4
5.1000E-5,1.9100E-4,3.7344E-4
5.2000E-5,1.9100E-4,3.7282E-4
5.3000E-5,1.9100E-4,3.7218E-4
5.4000E-5,1.9100E-4,3.7155E-4
5.5000E-5,1.9100E-4,3.7090E-4
5.6000E-5,1.9100E-4,3.7024E-4
5.7000E-5,1.9100E-4,3.6958E-4
5.8000E-5,1.9100E-4,3.6891E-4
5.9000E-5,1.9100E-4,3.6823E-4
6.0000E-5,1.9100E-4,3.6755E-4
6.1000E-5,1.9100E-4,3.6686E-4
6.2000E-5,1.9100E-4,3.6615E-4
6.3000E-5,1.9100E-4,3.6545E-4
6.4000E-5,1.9100E-4,3.6473E-4
6.5000E-5,1.9100E-4,3.6400E-4
6.6000E-5,1.9100E-4,3.6327E-4
6.7000E-5,1.9100E-4,3.6253E-4
6.8000E-5,1.9100E-4,3.6178E-4
6.9000E-5,1.9100E-4,3.6101E-4
7.0000E-5,1.9100E-4,3.6025E-4
7.1000E-5,1.9100E-4,3.5948E-4
7.2000E-5,1.9100E-4,3.5870E-4
7.3000E-5,1.9100E-4,3.5792E-4
7.4000E-5,1.9100E-4,3.5713E-4
7.5000E-5,1.9100E-4,3.5633E-4
7.6000E-5,1.9100E-4,3.5552E-4
7.7000E-5,1.9100E-4,3.5471E-4
7.8000E-5,1.9100E-4,3.5390E-4
7.9000E-5,1.9100E-4,3.5307E-4
8.0000E-5,1.9100E-4,3.5225E-4
8.1000E-5,1.9100E-4,3.5142E-4
8.2000E-5,1.9100E-4,3.5058E-4
8.3000E-5,1.9100E-4,3.4974E-4
8.4000E-5,1.9100E-4,3.4889E-4
8.5000E-5,1.9100E-4,3.4804E-4
8.6000E-5,1.9100E-4,3.4718E-4
8.7000E-5,1.9100E-4,3.4631E-4
8.8000E-5,1.9100E-4,3.4544E-4
8.9000E-5,1.9100E-4,3.4457E-4
9.0000E-5,1.9100E-4,3.4370E-4
9.1000E-5,1.9100E-4,3.4282E-4
9.2000E-5,1.9100E-4,3.4193E-4
9.3000E-5,1.9100E-4,3.4104E-4
9.4000E-5,1.9100E-4,3.4015E-4
9.5000E-5,1.9100E-4,3.3925E-4
9.6000E-5,1.9100E-4,3.3835E-4
9.7000E-5,1.9100E-4,3.3745E-4
9.8000E-5,1.9100E-4,3.3654E-4
9.9000E-5,1.9100E-4,3.3563E-4
1.0000E-4,1.9100E-4,3.3471E-4
1.0100E-4,1.9100E-4,3.3379E-4
1.0200E-4,1.9100E-4,3.3287E-4
1.0300E-4,1.9100E-4,3.3195E-4
1.0400E-4,1.9100E-4,3.3102E-4
1.0500E-4,1.9100E-4,3.3009E-4
1.0600E-4,1.9100E-4,3.2916E-4
1.0700E-4,1.9100E-4,3.2823E-4
1.0800E-4,1.9100E-4,3.2730E-4
1.0900E-4,1.9100E-4,3.2636E-4
1.1000E-4,1.9100E-4,3.2542E-4
1.1100E-4,1.9100E-4,3.2448E-4
1.1200E-4,1.9100E-4,3.2354E-4
1.1300E-4,1.9100E-4,3.2259E-4
1.1400E-4,1.9100E-4,3.2165E-4
1.1500E-4,1.9100E-4,3.2070E-4
1.1600E-4,1.9100E-4,3.1975E-4
1.1700E-4,1.9100E-4,3.1880E-4
1.1800E-4,1.9100E-4,3.1785E-4
1.1900E-4,1.9100E-4,3.1690E-4
1.2000E-4,1.9100E-4,3.1595E-4
1.2100E-4,1.9100E-4,3.1499E-4
1.2200E-4,1.9100E-4,3.1404E-4
1.2300E-4,1.9100E-4,3.1309E-4
1.2400E-4,1.9100E-4,3.1213E-4
1.2500E-4,1.9100E-4,3.1117E-4
1.2600E-4,1.9100E-4,3.1022E-4
1.2700E-4,1.9100E-4,3.0926E-4
1.2800E-4,1.9100E-4,3.0830E-4
1.2900E-4,1.9100E-4,3.0734E-4
1.3000E-4,1.9100E-4,3.0638E-4
1.3100E-4,1.9100E-4,3.0542E-4
1.3200E-4,1.9100E-4,3.0447E-4
1.3300E-4,1.9100E-4,3.0351E-4
1.3400E-4,1.9100E-4,3.0255E-4
1.3500E-4,1.9100E-4,3.0159E-4
1.3600E-4,1.9100E-4,3.0064E-4
1.3700E-4,1.9100E-4,2.9968E-4
1.3800E-4,1.9100E-4,2.9873E-4
1.3900E-4,1.9100E-4,2.9777E-4
1.4000E-4,1.9100E-4,2.9682E-4
1.4100E-4,1.9100E-4,2.9586E-4
1.4200E-4,1.9100E-4,2.9491E-4
1.4300E-4,1.9100E-4,2.9396E-4
1.4400E-4,1.9100E-4,2.9301E-4
1.4500E-4,1.9100E-4,2.9206E-4
1.4600E-4,1.9100E-4,2.9111E-4
1.4700E-4,1.9100E-4,2.9016E-4
1.4800E-4,1.9100E-4,2.8922E-4
1.4900E-4,1.9100E-4,2.8827E-4
1.5000E-4,1.9100E-4,2.8733E-4
1.5100E-4,1.9100E-4,2.8638E-4
1.5200E-4,1.9100E-4,2.8544E-4
1.5300E-4,1.9100E-4,2.8450E-4
1.5400E-4,1.9100E-4,2.8356E-4
1.5500E-4,1.9100E-4,2.8262E-4
1.5600E-4,1.9100E-4,2.8169E-4
1.5700E-4,1.9100E-4,2.8075E-4
1.5800E-4,1.9100E-4,2.7982E-4
1.5900E-4,1.9100E-4,2.7889E-4
1.6000E-4,1.9100E-4,2.7796E-4
1.6100E-4,1.9100E-4,2.7703E-4
1.6200E-4,1.9100E-4,2.7611E-4
1.6300E-4,1.9100E-4,2.7519E-4
1.6400E-4,1.9100E-4,2.7427E-4
1.6500E-4,1.9100E-4,2.7335E-4
1.6600E-4,1.9100E-4,2.7243E-4
1.6700E-4,1.9100E-4,2.7151E-4
1.6800E-4,1.9100E-4,2.7060E-4
1.6900E-4,1.9100E-4,2.6969E-4
1.7000E-4,1.9100E-4,2.6879E-4
1.7100E-4,1.9100E-4,2.6788E-4
1.7200E-4,1.9100E-4,2.6698E-4
1.7300E-4,1.9100E-4,2.6608E-4
1.7400E-4,1.9100E-4,2.6518E-4
1.7500E-4,1.9100E-4,2.6428E-4
1.7600E-4,1.9100E-4,2.6339E-4
1.7700E-4,1.9100E-4,2.6249E-4
1.7800E-4,1.9100E-4,2.6160E-4
1.7900E-4,1.9100E-4,2.6071E-4
1.8000E-4,1.9100E-4,2.5982E-4
1.8100E-4,1.9100E-4,2.5894E-4
1.8200E-4,1.9100E-4,2.5806E-4
1.8300E-4,1.9100E-4,2.5718E-4
1.8400E-4,1.9100E-4,2.5630E-4
1.8500E-4,1.9100E-4,2.5543E-4
1.8600E-4,1.9100E-4,2.5456E-4
1.8700E-4,1.9100E-4,2.5369E-4
1.8800E-4,1.9100E-4,2.5283E-4
1.8900E-4,1.9100E-4,2.5197E-4
1.9000E-4,1.9100E-4,2.5111E-4
1.9100E-4,1.9100E-4,2.5026E-4
1.9200E-4,1.9100E-4,2.4940E-4
1.9300E-4,1.9100E-4,2.4856E-4
1.9400E-4,1.9100E-4,2.4771E-4
1.9500E-4,1.9100E-4,2.4687E-4
1.9600E-4,1.9100E-4,2.4603E-4
1.9700E-4,1.9100E-4,2.4519E-4
1.9800E-4,1.9100E-4,2.4435E-4
1.9900E-4,1.9100E-4,2.4352E-4
2.0000E-4,1.9100E-4,2.4269E-4
0.0000,1.9200E-4,3.8751E-4
1.0000E-6,1.9200E-4,3.8750E-4
2.0000E-6,1.9200E-4,3.8748E-4
3.0000E-6,1.9200E-4,3.8745E-4
4.0000E-6,1.9200E-4,3.8741E-4
5.0000E-6,1.9200E-4,3.8735E-4
6.0000E-6,1.9200E-4,3.8728E-4
7.0000E-6,1.9200E-4,3.8719E-4
8.0000E-6,1.9200E-4,3.8709E-4
9.0000E-6,1.9200E-4,3.8698E-4
1.0000E-5,1.9200E-4,3.8686E-4
1.1000E-5,1.9200E-4,3.8672E-4
1.2000E-5,1.9200E-4,3.8658E-4
1.3000E-5,1.9200E-4,3.8641E-4
1.4000E-5,1.9200E-4,3.8623E-4
1.5000E-5,1.9200E-4,3.8603E-4
1.6000E-5,1.9200E-4,3.8583E-4
1.7000E-5,1.9200E-4,3.8562E-4
1.8000E-5,1.9200E-4,3.8539E-4
1.9000E-5,1.9200E-4,3.8515E-4
2.0000E-5,1.9200E-4,3.8490E-4
2.1000E-5,1.9200E-4,3.8464E-4
2.2000E-5,1.9200E-4,3.8436E-4
2.3000E-5,1.9200E-4,3.8407E-4
2.4000E-5,1.9200E-4,3.8377E-4
2.5000E-5,1.9200E-4,3.8345E-4
2.6000E-5,1.9200E-4,3.8313E-4
2.7000E-5,1.9200E-4,3.8279E-4
2.8000E-5,1.9200E-4,3.8245E-4
2.9000E-5,1.9200E-4,3.8209E-4
3.0000E-5,1.9200E-4,3.8172E-4
3.1000E-5,1.9200E-4,3.8133E-4
3.2000E-5,1.9200E-4,3.8093E-4
3.3000E-5,1.9200E-4,3.8051E-4
3.4000E-5,1.9200E-4,3.8009E-4
3.5000E-5,1.9200E-4,3.7966E-4
3.6000E-5,1.9200E-4,3.7921E-4
3.7000E-5,1.9200E-4,3.7876E-4
3.8000E-5,1.9200E-4,3.7829E-4
3.9000E-5,1.9200E-4,3.7782E-4
4.0000E-5,1.9200E-4,3.7734E-4
4.1000E-5,1.9200E-4,3.7684E-4
4.2000E-5,1.9200E-4,3.7634E-4
4.3000E-5,1.9200E-4,3.7582E-4
4.4000E-5,1.9200E-4,3.7530E-4
4.5000E-5,1.9200E-4,3.7476E-4
4.6000E-5,1.9200E-4,3.7422E-4
4.7000E-5,1.9200E-4,3.7366E-4
4.8000E-5,1.9200E-4,3.7309E-4
4.9000E-5,1.9200E-4,3.7250E-4
5.0000E-5,1.9200E-4,3.7191E-4
5.1000E-5,1.9200E-4,3.7130E-4
5.2000E-5,1.9200E-4,3.7069E-4
5.3000E-5,1.9200E-4,3.7007E-4
5.4000E-5,1.9200E-4,3.6944E-4
5.5000E-5,1.9200E-4,3.6880E-4
5.6000E-5,1.9200E-4,3.6816E-4
5.7000E-5,1.9200E-4,3.6750E-4
5.8000E-5,1.9200E-4,3.6684E-4
5.9000E-5,1.9200E-4,3.6618E-4
6.0000E-5,1.9200E-4,3.6550E-4
6.1000E-5,1.9200E-4,3.6482E-4
6.2000E-5,1.9200E-4,3.6412E-4
6.3000E-5,1.9200E-4,3.6343E-4
6.4000E-5,1.9200E-4,3.6272E-4
6.5000E-5,1.9200E-4,3.6200E-4
6.6000E-5,1.9200E-4,3.6128E-4
6.7000E-5,1.9200E-4,3.6055E-4
6.8000E-5,1.9200E-4,3.5981E-4
6.9000E-5,1.9200E-4,3.5906E-4
7.0000E-5,1.9200E-4,3.5830E-4
7.1000E-5,1.9200E-4,3.5755E-4
7.2000E-5,1.9200E-4,3.5678E-4
7.3000E-5,1.9200E-4,3.5601E-4
7.4000E-5,1.9200E-4,3.5523E-4
7.5000E-5,1.9200E-4,3.5444E-4
7.6000E-5,1.9200E-4,3.5364E-4
7.7000E-5,1.9200E-4,3.5284E-4
7.8000E-5,1.9200E-4,3.5204E-4
7.9000E-5,1.9200E-4,3.5123E-4
8.0000E-5,1.9200E-4,3.5041E-4
8.1000E-5,1.9200E-4,3.4959E-4
8.2000E-5,1.9200E-4,3.4877E-4
8.3000E-5,1.9200E-4,3.4794E-4
8.4000E-5,1.9200E-4,3.4710E-4
8.5000E-5,1.9200E-4,3.4626E-4
8.6000E-5,1.9200E-4,3.4541E-4
8.7000E-5,1.9200E-4,3.4456E-4
8.8000E-5,1.9200E-4,3.4371E-4
8.9000E-5,1.9200E-4,3.4284E-4
9.0000E-5,1.9200E-4,3.4198E-4
9.1000E-5,1.9200E-4,3.4111E-4
9.2000E-5,1.9200E-4,3.4023E-4
9.3000E-5,1.9200E-4,3.3935E-4
9.4000E-5,1.9200E-4,3.3847E-4
9.5000E-5,1.9200E-4,3.3759E-4
9.6000E-5,1.9200E-4,3.3670E-4
9.7000E-5,1.9200E-4,3.3581E-4
9.8000E-5,1.9200E-4,3.3491E-4
9.9000E-5,1.9200E-4,3.3401E-4
1.0000E-4,1.9200E-4,3.3311E-4
1.0100E-4,1.9200E-4,3.3220E-4
1.0200E-4,1.9200E-4,3.3129E-4
1.0300E-4,1.9200E-4,3.3038E-4
1.0400E-4,1.9200E-4,3.2946E-4
1.0500E-4,1.9200E-4,3.2854E-4
1.0600E-4,1.9200E-4,3.2763E-4
1.0700E-4,1.9200E-4,3.2671E-4
1.0800E-4,1.9200E-4,3.2578E-4
1.0900E-4,1.9200E-4,3.2486E-4
1.1000E-4,1.9200E-4,3.2393E-4
1.1100E-4,1.9200E-4,3.2300E-4
1.1200E-4,1.9200E-4,3.2207E-4
1.1300E-4,1.9200E-4,3.2114E-4
1.1400E-4,1.9200E-4,3.2020E-4
1.1500E-4,1.9200E-4,3.1927E-4
1.1600E-4,1.9200E-4,3.1833E-4
1.1700E-4,1.9200E-4,3.1739E-4
1.1800E-4,1.9200E-4,3.1645E-4
1.1900E-4,1.9200E-4,3.1551E-4
1.2000E-4,1.9200E-4,3.1457E-4
1.2100E-4,1.9200E-4,3.1363E-4
1.2200E-4,1.9200E-4,3.1269E-4
1.2300E-4,1.9200E-4,3.1174E-4
1.2400E-4,1.9200E-4,3.1080E-4
1.2500E-4,1.9200E-4,3.0985E-4
1.2600E-4,1.9200E-4,3.0891E-4
1.2700E-4,1.9200E-4,3.0796E-4
1.2800E-4,1.9200E-4,3.0701E-4
1.2900E-4,1.9200E-4,3.0606E-4
1.3000E-4,1.9200E-4,3.0511E-4
1.3100E-4,1.9200E-4,3.0416E-4
1.3200E-4,1.9200E-4,3.0322E-4
1.3300E-4,1.9200E-4,3.0227E-4
1.3400E-4,1.9200E-4,3.0132E-4
1.3500E-4,1.9200E-4,3.0037E-4
1.3600E-4,1.9200E-4,2.9943E-4
1.3700E-4,1.9200E-4,2.9848E-4
1.3800E-4,1.9200E-4,2.9754E-4
1.3900E-4,1.9200E-4,2.9659E-4
1.4000E-4,1.9200E-4,2.9565E-4
1.4100E-4,1.9200E-4,2.9471E-4
1.4200E-4,1.9200E-4,2.9376E-4
1.4300E-4,1.9200E-4,2.9282E-4
1.4400E-4,1.9200E-4,2.9188E-4
1.4500E-4,1.9200E-4,2.9094E-4
1.4600E-4,1.9200E-4,2.9000E-4
1.4700E-4,1.9200E-4,2.8907E-4
1.4800E-4,1.9200E-4,2.8813E-4
1.4900E-4,1.9200E-4,2.8719E-4
1.5000E-4,1.9200E-4,2.8626E-4
1.5100E-4,1.9200E-4,2.8532E-4
1.5200E-4,1.9200E-4,2.8439E-4
1.5300E-4,1.9200E-4,2.8346E-4
1.5400E-4,1.9200E-4,2.8253E-4
1.5500E-4,1.9200E-4,2.8160E-4
1.5600E-4,1.9200E-4,2.8067E-4
1.5700E-4,1.9200E-4,2.7975E-4
1.5800E-4,1.9200E-4,2.7882E-4
1.5900E-4,1.9200E-4,2.7790E-4
1.6000E-4,1.9200E-4,2.7698E-4
1.6100E-4,1.9200E-4,2.7606E-4
1.6200E-4,1.9200E-4,2.7515E-4
1.6300E-4,1.9200E-4,2.7423E-4
1.6400E-4,1.9200E-4,2.7332E-4
1.6500E-4,1.9200E-4,2.7241E-4
1.6600E-4,1.9200E-4,2.7150E-4
1.6700E-4,1.9200E-4,2.7060E-4
1.6800E-4,1.9200E-4,2.6969E-4
1.6900E-4,1.9200E-4,2.6879E-4
1.7000E-4,1.9200E-4,2.6789E-4
1.7100E-4,1.9200E-4,2.6700E-4
1.7200E-4,1.9200E-4,2.6610E-4
1.7300E-4,1.9200E-4,2.6521E-4
1.7400E-4,1.9200E-4,2.6432E-4
1.7500E-4,1.9200E-4,2.6343E-4
1.7600E-4,1.9200E-4,2.6254E-4
1.7700E-4,1.9200E-4,2.6166E-4
1.7800E-4,1.9200E-4,2.6077E-4
1.7900E-4,1.9200E-4,2.5989E-4
1.8000E-4,1.9200E-4,2.5901E-4
1.8100E-4,1.9200E-4,2.5813E-4
1.8200E-4,1.9200E-4,2.5726E-4
1.8300E-4,1.9200E-4,2.5639E-4
1.8400E-4,1.9200E-4,2.5552E-4
1.8500E-4,1.9200E-4,2.5465E-4
1.8600E-4,1.9200E-4,2.5379E-4
1.8700E-4,1.9200E-4,2.5293E-4
1.8800E-4,1.9200E-4,2.5207E-4
1.8900E-4,1.9200E-4,2.5122E-4
1.9000E-4,1.9200E-4,2.5037E-4
1.9100E-4,1.9200E-4,2.4952E-4
1.9200E-4,1.9200E-4,2.4868E-4
1.9300E-4,1.9200E-4,2.4784E-4
1.9400E-4,1.9200E-4,2.4700E-4
1.9500E-4,1.9200E-4,2.4616E-4
1.9600E-4,1.9200E-4,2.4533E-4
1.9700E-4,1.9200E-4,2.4449E-4
1.9800E-4,1.9200E-4,2.4366E-4
1.9900E-4,1.9200E-4,2.4283E-4
2.0000E-4,1.9200E-4,2.4201E-4
0.0000,1.9300E-4,3.8515E-4
1.0000E-6,1.9300E-4,3.8514E-4
2.0000E-6,1.9300E-4,3.8512E-4
3.0000E-6,1.9300E-4,3.8509E-4
4.0000E-6,1.9300E-4,3.8505E-4
5.0000E-6,1.9300E-4,3.8499E-4
6.0000E-6,1.9300E-4,3.8492E-4
7.0000E-6,1.9300E-4,3.8484E-4
8.0000E-6,1.9300E-4,3.8474E-4
9.0000E-6,1.9300E-4,3.8463E-4
1.0000E-5,1.9300E-4,3.8451E-4
1.1000E-5,1.9300E-4,3.8438E-4
1.2000E-5,1.9300E-4,3.8423E-4
1.3000E-5,1.9300E-4,3.8407E-4
1.4000E-5,1.9300E-4,3.8389E-4
1.5000E-5,1.9300E-4,3.8370E-4
1.6000E-5,1.9300E-4,3.8350E-4
1.7000E-5,1.9300E-4,3.8329E-4
1.8000E-5,1.9300E-4,3.8306E-4
1.9000E-5,1.9300E-4,3.8283E-4
2.0000E-5,1.9300E-4,3.8258E-4
2.1000E-5,1.9300E-4,3.8232E-4
2.2000E-5,1.9300E-4,3.8205E-4
2.3000E-5,1.9300E-4,3.8176E-4
2.4000E-5,1.9300E-4,3.8147E-4
2.5000E-5,1.9300E-4,3.8116E-4
2.6000E-5,1.9300E-4,3.8083E-4
2.7000E-5,1.9300E-4,3.8050E-4
2.8000E-5,1.9300E-4,3.8016E-4
2.9000E-5,1.9300E-4,3.7981E-4
3.0000E-5,1.9300E-4,3.7944E-4
3.1000E-5,1.9300E-4,3.7906E-4
3.2000E-5,1.9300E-4,3.7866E-4
3.3000E-5,1.9300E-4,3.7826E-4
3.4000E-5,1.9300E-4,3.7784E-4
3.5000E-5,1.9300E-4,3.7741E-4
3.6000E-5,1.9300E-4,3.7698E-4
3.7000E-5,1.9300E-4,3.7653E-4
3.8000E-5,1.9300E-4,3.7607E-4
3.9000E-5,1.9300E-4,3.7561E-4
4.0000E-5,1.9300E-4,3.7513E-4
4.1000E-5,1.9300E-4,3.7464E-4
4.2000E-5,1.9300E-4,3.7414E-4
4.3000E-5,1.9300E-4,3.7363E-4
4.4000E-5,1.9300E-4,3.7312E-4
4.5000E-5,1.9300E-4,3.7259E-4
4.6000E-5,1.9300E-4,3.7205E-4
4.7000E-5,1.9300E-4,3.7150E-4
4.8000E-5,1.9300E-4,3.7094E-4
4.9000E-5,1.9300E-4,3.7037E-4
5.0000E-5,1.9300E-4,3.6978E-4
5.1000E-5,1.9300E-4,3.6918E-4
5.2000E-5,1.9300E-4,3.6858E-4
5.3000E-5,1.9300E-4,3.6797E-4
5.4000E-5,1.9300E-4,3.6735E-4
5.5000E-5,1.9300E-4,3.6672E-4
5.6000E-5,1.9300E-4,3.6609E-4
5.7000E-5,1.9300E-4,3.6545E-4
5.8000E-5,1.9300E-4,3.6480E-4
5.9000E-5,1.9300E-4,3.6414E-4
6.0000E-5,1.9300E-4,3.6347E-4
6.1000E-5,1.9300E-4,3.6280E-4
6.2000E-5,1.9300E-4,3.6212E-4
6.3000E-5,1.9300E-4,3.6143E-4
6.4000E-5,1.9300E-4,3.6073E-4
6.5000E-5,1.9300E-4,3.6003E-4
6.6000E-5,1.9300E-4,3.5931E-4
6.7000E-5,1.9300E-4,3.5859E-4
6.8000E-5,1.9300E-4,3.5786E-4
6.9000E-5,1.9300E-4,3.5713E-4
7.0000E-5,1.9300E-4,3.5638E-4
7.1000E-5,1.9300E-4,3.5563E-4
7.2000E-5,1.9300E-4,3.5488E-4
7.3000E-5,1.9300E-4,3.5411E-4
7.4000E-5,1.9300E-4,3.5334E-4
7.5000E-5,1.9300E-4,3.5256E-4
7.6000E-5,1.9300E-4,3.5178E-4
7.7000E-5,1.9300E-4,3.5099E-4
7.8000E-5,1.9300E-4,3.5020E-4
7.9000E-5,1.9300E-4,3.4940E-4
8.0000E-5,1.9300E-4,3.4860E-4
8.1000E-5,1.9300E-4,3.4779E-4
8.2000E-5,1.9300E-4,3.4698E-4
8.3000E-5,1.9300E-4,3.4616E-4
8.4000E-5,1.9300E-4,3.4533E-4
8.5000E-5,1.9300E-4,3.4450E-4
8.6000E-5,1.9300E-4,3.4367E-4
8.7000E-5,1.9300E-4,3.4283E-4
8.8000E-5,1.9300E-4,3.4198E-4
8.9000E-5,1.9300E-4,3.4113E-4
9.0000E-5,1.9300E-4,3.4027E-4
9.1000E-5,1.9300E-4,3.3941E-4
9.2000E-5,1.9300E-4,3.3855E-4
9.3000E-5,1.9300E-4,3.3768E-4
9.4000E-5,1.9300E-4,3.3681E-4
9.5000E-5,1.9300E-4,3.3594E-4
9.6000E-5,1.9300E-4,3.3506E-4
9.7000E-5,1.9300E-4,3.3418E-4
9.8000E-5,1.9300E-4,3.3329E-4
9.9000E-5,1.9300E-4,3.3241E-4
1.0000E-4,1.9300E-4,3.3151E-4
1.0100E-4,1.9300E-4,3.3062E-4
1.0200E-4,1.9300E-4,3.2972E-4
1.0300E-4,1.9300E-4,3.2882E-4
1.0400E-4,1.9300E-4,3.2791E-4
1.0500E-4,1.9300E-4,3.2701E-4
1.0600E-4,1.9300E-4,3.2611E-4
1.0700E-4,1.9300E-4,3.2519E-4
1.0800E-4,1.9300E-4,3.2428E-4
